"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"2006 Urbanization"	"2006 Urbanization Code"	Births	Average Birth Weight	Standard Deviation for Average Birth Weight	Average Age of Mother	Standard Deviation for Average Age of Mother	Average LMP Gestational Age	Standard Deviation for Average LMP Gestational Age	Average OE Gestational Age	Standard Deviation for Average OE Gestational Age
	"Census Region 4: West"	"CENS-R4"	"Dona Ana County, NM"	"35013"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Dona Ana County, NM"	"35013"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sandoval County, NM"	"35043"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sandoval County, NM"	"35043"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sandoval County, NM"	"35043"	"Medium Metro"	"3"	7175	3175.578	566.939	28.379	5.751	38.542	2.351	38.350	2.070
	"Census Region 4: West"	"CENS-R4"	"Sandoval County, NM"	"35043"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sandoval County, NM"	"35043"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Sandoval County, NM"	"35043"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Juan County, NM"	"35045"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Juan County, NM"	"35045"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Juan County, NM"	"35045"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Juan County, NM"	"35045"	"Small Metro"	"4"	22653	3243.618	552.509	26.193	5.848	38.636	2.290	38.732	1.985
	"Census Region 4: West"	"CENS-R4"	"San Juan County, NM"	"35045"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"San Juan County, NM"	"35045"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Fe County, NM"	"35049"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Fe County, NM"	"35049"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Fe County, NM"	"35049"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Fe County, NM"	"35049"	"Small Metro"	"4"	16648	3128.545	552.737	27.837	6.493	38.829	2.457	38.806	2.064
	"Census Region 4: West"	"CENS-R4"	"Santa Fe County, NM"	"35049"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Santa Fe County, NM"	"35049"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, NM"	"35999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, NM"	"35999"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, NM"	"35999"	"Medium Metro"	"3"	23445	3188.584	558.991	26.746	5.966	38.614	2.396	38.425	2.080
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, NM"	"35999"	"Small Metro"	"4"	56	3365.464	404.402	27.536	7.739	39.179	1.965	39.232	1.476
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, NM"	"35999"	"Micropolitan (Nonmetro)"	"5"	106099	3188.485	559.336	25.821	5.858	38.628	2.495	38.506	2.061
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, NM"	"35999"	"NonCore (Nonmetro)"	"6"	9372	3141.944	570.603	25.836	5.820	38.596	2.640	38.401	2.246
	"Census Region 4: West"	"CENS-R4"	"Cache County, UT"	"49005"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Cache County, UT"	"49005"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Cache County, UT"	"49005"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Cache County, UT"	"49005"	"Small Metro"	"4"	11294	3288.300	537.930	27.876	5.119	38.488	2.093	38.373	1.865
	"Census Region 4: West"	"CENS-R4"	"Cache County, UT"	"49005"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Cache County, UT"	"49005"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Davis County, UT"	"49011"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Davis County, UT"	"49011"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Davis County, UT"	"49011"	"Medium Metro"	"3"	69710	3267.246	540.438	28.421	5.123	38.490	2.176	38.338	1.882
	"Census Region 4: West"	"CENS-R4"	"Davis County, UT"	"49011"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Davis County, UT"	"49011"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Davis County, UT"	"49011"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Salt Lake County, UT"	"49035"	"Large Central Metro"	"1"	215608	3256.401	561.709	28.272	5.588	38.606	2.378	38.443	2.033
	"Census Region 4: West"	"CENS-R4"	"Salt Lake County, UT"	"49035"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Salt Lake County, UT"	"49035"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Salt Lake County, UT"	"49035"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Salt Lake County, UT"	"49035"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Salt Lake County, UT"	"49035"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Utah County, UT"	"49049"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Utah County, UT"	"49049"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Utah County, UT"	"49049"	"Medium Metro"	"3"	143789	3313.071	545.791	27.973	5.063	38.671	2.150	38.502	1.874
	"Census Region 4: West"	"CENS-R4"	"Utah County, UT"	"49049"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Utah County, UT"	"49049"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Utah County, UT"	"49049"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Washington County, UT"	"49053"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Washington County, UT"	"49053"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Washington County, UT"	"49053"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Washington County, UT"	"49053"	"Small Metro"	"4"	11022	3308.160	556.835	28.107	5.414	38.625	2.159	38.478	1.895
	"Census Region 4: West"	"CENS-R4"	"Washington County, UT"	"49053"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Washington County, UT"	"49053"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Weber County, UT"	"49057"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Weber County, UT"	"49057"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Weber County, UT"	"49057"	"Medium Metro"	"3"	47770	3229.160	549.054	27.049	5.355	38.492	2.341	38.309	1.963
	"Census Region 4: West"	"CENS-R4"	"Weber County, UT"	"49057"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Weber County, UT"	"49057"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Weber County, UT"	"49057"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, UT"	"49999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, UT"	"49999"	"Large Fringe Metro"	"2"	17684	3221.415	545.743	28.425	5.743	38.533	2.273	38.319	1.888
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, UT"	"49999"	"Medium Metro"	"3"	4209	3284.021	540.658	27.987	5.395	38.555	2.135	38.412	1.840
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, UT"	"49999"	"Small Metro"	"4"	34012	3292.459	533.085	27.188	5.137	38.512	2.203	38.363	1.885
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, UT"	"49999"	"Micropolitan (Nonmetro)"	"5"	37450	3243.590	545.059	27.138	5.368	38.543	2.277	38.354	1.937
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, UT"	"49999"	"NonCore (Nonmetro)"	"6"	26196	3227.577	542.064	26.830	5.445	38.515	2.241	38.347	1.908
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, WY"	"56999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, WY"	"56999"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, WY"	"56999"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, WY"	"56999"	"Small Metro"	"4"	28462	3176.088	557.690	26.774	5.537	38.637	2.357	38.459	2.047
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, WY"	"56999"	"Micropolitan (Nonmetro)"	"5"	39302	3189.653	551.685	27.108	5.639	38.583	2.386	38.405	2.045
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, WY"	"56999"	"NonCore (Nonmetro)"	"6"	22531	3227.680	540.465	27.115	5.494	38.709	2.282	38.572	1.945
	"Census Region 4: West"	"CENS-R4"	"Anchorage Borough, AK"	"02020"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Anchorage Borough, AK"	"02020"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Anchorage Borough, AK"	"02020"	"Medium Metro"	"3"	54547	3365.994	583.471	27.972	5.814	38.777	2.395	38.641	2.022
	"Census Region 4: West"	"CENS-R4"	"Anchorage Borough, AK"	"02020"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Anchorage Borough, AK"	"02020"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Anchorage Borough, AK"	"02020"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, AK"	"02999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, AK"	"02999"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, AK"	"02999"	"Medium Metro"	"3"	16335	3421.991	578.413	27.697	5.640	38.969	2.288	38.800	1.880
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, AK"	"02999"	"Small Metro"	"4"	20151	3410.041	589.923	27.180	5.490	39.004	2.431	38.812	2.043
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, AK"	"02999"	"Micropolitan (Nonmetro)"	"5"	9226	3442.271	587.110	28.307	5.714	39.057	2.286	38.867	1.974
	"Census Region 4: West"	"CENS-R4"	"Unidentified Counties, AK"	"02999"	"NonCore (Nonmetro)"	"6"	33533	3445.861	591.082	26.814	5.918	38.656	2.388	38.589	2.066
	"Census Region 4: West"	"CENS-R4"	"Alameda County, CA"	"06001"	"Large Central Metro"	"1"	235720	3294.406	579.125	30.442	5.923	38.799	2.188	38.724	2.064
	"Census Region 4: West"	"CENS-R4"	"Alameda County, CA"	"06001"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Alameda County, CA"	"06001"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Alameda County, CA"	"06001"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Alameda County, CA"	"06001"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Alameda County, CA"	"06001"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Butte County, CA"	"06007"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Butte County, CA"	"06007"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Butte County, CA"	"06007"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Butte County, CA"	"06007"	"Small Metro"	"4"	29374	3353.852	567.799	27.633	5.764	38.933	2.222	38.774	1.961
	"Census Region 4: West"	"CENS-R4"	"Butte County, CA"	"06007"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Butte County, CA"	"06007"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Contra Costa County, CA"	"06013"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Contra Costa County, CA"	"06013"	"Large Fringe Metro"	"2"	149620	3326.717	578.843	30.054	6.003	38.823	2.247	38.706	2.024
	"Census Region 4: West"	"CENS-R4"	"Contra Costa County, CA"	"06013"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Contra Costa County, CA"	"06013"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Contra Costa County, CA"	"06013"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Contra Costa County, CA"	"06013"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"El Dorado County, CA"	"06017"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"El Dorado County, CA"	"06017"	"Large Fringe Metro"	"2"	19778	3329.986	566.381	29.461	5.872	38.913	2.129	38.771	1.937
	"Census Region 4: West"	"CENS-R4"	"El Dorado County, CA"	"06017"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"El Dorado County, CA"	"06017"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"El Dorado County, CA"	"06017"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"El Dorado County, CA"	"06017"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Fresno County, CA"	"06019"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Fresno County, CA"	"06019"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Fresno County, CA"	"06019"	"Medium Metro"	"3"	189718	3271.109	583.196	27.262	6.073	38.562	2.385	38.477	2.151
	"Census Region 4: West"	"CENS-R4"	"Fresno County, CA"	"06019"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Fresno County, CA"	"06019"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Fresno County, CA"	"06019"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Humboldt County, CA"	"06023"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Humboldt County, CA"	"06023"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Humboldt County, CA"	"06023"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Humboldt County, CA"	"06023"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Humboldt County, CA"	"06023"	"Micropolitan (Nonmetro)"	"5"	17902	3393.316	576.008	28.161	5.778	39.039	2.193	38.915	1.976
	"Census Region 4: West"	"CENS-R4"	"Humboldt County, CA"	"06023"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Imperial County, CA"	"06025"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Imperial County, CA"	"06025"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Imperial County, CA"	"06025"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Imperial County, CA"	"06025"	"Small Metro"	"4"	36702	3329.820	548.619	26.868	5.945	38.941	2.123	38.667	1.988
	"Census Region 4: West"	"CENS-R4"	"Imperial County, CA"	"06025"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Imperial County, CA"	"06025"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kern County, CA"	"06029"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kern County, CA"	"06029"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kern County, CA"	"06029"	"Medium Metro"	"3"	170819	3289.777	581.834	26.749	6.007	38.665	2.452	38.584	2.138
	"Census Region 4: West"	"CENS-R4"	"Kern County, CA"	"06029"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kern County, CA"	"06029"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kern County, CA"	"06029"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kings County, CA"	"06031"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kings County, CA"	"06031"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kings County, CA"	"06031"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kings County, CA"	"06031"	"Small Metro"	"4"	29472	3333.877	585.367	26.635	5.779	38.765	2.394	38.593	2.078
	"Census Region 4: West"	"CENS-R4"	"Kings County, CA"	"06031"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Kings County, CA"	"06031"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Los Angeles County, CA"	"06037"	"Large Central Metro"	"1"	1568537	3263.452	562.075	29.145	6.347	38.620	2.246	38.533	2.009
	"Census Region 4: West"	"CENS-R4"	"Los Angeles County, CA"	"06037"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Los Angeles County, CA"	"06037"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Los Angeles County, CA"	"06037"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Los Angeles County, CA"	"06037"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Los Angeles County, CA"	"06037"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Madera County, CA"	"06039"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Madera County, CA"	"06039"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Madera County, CA"	"06039"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 4: West"	"CENS-R4"	"Madera County, CA"	"06039"	"Small Metro"	"4"	28036	3304.760	563.747	27.004	6.110	38.703	2.304	38.637	1.994
	"Census Region 4: West"	"CENS-R4"	"Madera County, CA"	"06039"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
