"Notes"	"Census Region"	"Census Region Code"	"County"	"County Code"	"2006 Urbanization"	"2006 Urbanization Code"	Births	Average Birth Weight	Standard Deviation for Average Birth Weight	Average Age of Mother	Standard Deviation for Average Age of Mother	Average LMP Gestational Age	Standard Deviation for Average LMP Gestational Age	Average OE Gestational Age	Standard Deviation for Average OE Gestational Age
	"Census Region 1: Northeast"	"CENS-R1"	"Worcester County, MA"	"25027"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Worcester County, MA"	"25027"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Worcester County, MA"	"25027"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, MA"	"25999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, MA"	"25999"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, MA"	"25999"	"Medium Metro"	"3"	7350	3399.527	605.316	28.894	5.982	39.060	2.339	39.103	2.094
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, MA"	"25999"	"Small Metro"	"4"	Suppressed	3203.000	0.000	27.000	1.000	40.000	0.000	40.500	0.500
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, MA"	"25999"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, MA"	"25999"	"NonCore (Nonmetro)"	"6"	3868	3373.690	555.181	30.963	5.525	39.098	2.290	39.015	1.919
	"Census Region 1: Northeast"	"CENS-R1"	"Hillsborough County, NH"	"33011"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hillsborough County, NH"	"33011"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hillsborough County, NH"	"33011"	"Medium Metro"	"3"	52833	3349.830	595.122	29.110	5.653	38.937	2.338	38.793	2.081
	"Census Region 1: Northeast"	"CENS-R1"	"Hillsborough County, NH"	"33011"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hillsborough County, NH"	"33011"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hillsborough County, NH"	"33011"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Merrimack County, NH"	"33013"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Merrimack County, NH"	"33013"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Merrimack County, NH"	"33013"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Merrimack County, NH"	"33013"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Merrimack County, NH"	"33013"	"Micropolitan (Nonmetro)"	"5"	16560	3361.229	593.601	28.867	5.605	39.000	2.354	38.831	2.058
	"Census Region 1: Northeast"	"CENS-R1"	"Merrimack County, NH"	"33013"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Rockingham County, NH"	"33015"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Rockingham County, NH"	"33015"	"Large Fringe Metro"	"2"	31903	3368.130	578.622	30.373	5.442	38.896	2.258	38.771	2.012
	"Census Region 1: Northeast"	"CENS-R1"	"Rockingham County, NH"	"33015"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Rockingham County, NH"	"33015"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Rockingham County, NH"	"33015"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Rockingham County, NH"	"33015"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Strafford County, NH"	"33017"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Strafford County, NH"	"33017"	"Large Fringe Metro"	"2"	15100	3353.409	584.955	28.681	5.619	38.992	2.410	38.783	2.054
	"Census Region 1: Northeast"	"CENS-R1"	"Strafford County, NH"	"33017"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Strafford County, NH"	"33017"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Strafford County, NH"	"33017"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Strafford County, NH"	"33017"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, NH"	"33999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, NH"	"33999"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, NH"	"33999"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, NH"	"33999"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, NH"	"33999"	"Micropolitan (Nonmetro)"	"5"	32104	3362.226	585.854	28.055	5.697	39.064	2.327	38.896	2.021
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, NH"	"33999"	"NonCore (Nonmetro)"	"6"	4314	3369.799	596.545	28.241	5.831	38.965	2.390	38.798	2.117
	"Census Region 1: Northeast"	"CENS-R1"	"Kent County, RI"	"44003"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Kent County, RI"	"44003"	"Large Fringe Metro"	"2"	19093	3339.663	590.703	29.455	5.644	38.859	2.402	38.617	2.069
	"Census Region 1: Northeast"	"CENS-R1"	"Kent County, RI"	"44003"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Kent County, RI"	"44003"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Kent County, RI"	"44003"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Kent County, RI"	"44003"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Providence County, RI"	"44007"	"Large Central Metro"	"1"	89994	3269.623	606.137	28.211	6.065	38.737	2.662	38.524	2.278
	"Census Region 1: Northeast"	"CENS-R1"	"Providence County, RI"	"44007"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Providence County, RI"	"44007"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Providence County, RI"	"44007"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Providence County, RI"	"44007"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Providence County, RI"	"44007"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, RI"	"44009"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, RI"	"44009"	"Large Fringe Metro"	"2"	11405	3364.300	580.336	30.104	5.755	38.888	2.306	38.661	2.042
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, RI"	"44009"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, RI"	"44009"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, RI"	"44009"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Washington County, RI"	"44009"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, RI"	"44999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, RI"	"44999"	"Large Fringe Metro"	"2"	13004	3356.132	576.311	30.353	5.834	38.948	2.358	38.777	2.022
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, RI"	"44999"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, RI"	"44999"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, RI"	"44999"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, RI"	"44999"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Chittenden County, VT"	"50007"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Chittenden County, VT"	"50007"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Chittenden County, VT"	"50007"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Chittenden County, VT"	"50007"	"Small Metro"	"4"	18531	3379.384	600.577	30.169	5.585	39.085	2.410	38.865	2.076
	"Census Region 1: Northeast"	"CENS-R1"	"Chittenden County, VT"	"50007"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Chittenden County, VT"	"50007"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, VT"	"50999"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, VT"	"50999"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, VT"	"50999"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, VT"	"50999"	"Small Metro"	"4"	7627	3367.911	580.482	27.919	5.634	39.127	2.255	39.036	1.962
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, VT"	"50999"	"Micropolitan (Nonmetro)"	"5"	27433	3354.586	588.345	28.356	5.870	39.118	2.457	38.884	2.059
	"Census Region 1: Northeast"	"CENS-R1"	"Unidentified Counties, VT"	"50999"	"NonCore (Nonmetro)"	"6"	18532	3369.322	587.401	28.177	5.851	39.110	2.426	38.848	2.026
	"Census Region 1: Northeast"	"CENS-R1"	"Atlantic County, NJ"	"34001"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Atlantic County, NJ"	"34001"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Atlantic County, NJ"	"34001"	"Medium Metro"	"3"	38700	3254.119	612.463	28.264	5.979	38.623	2.623	38.575	2.292
	"Census Region 1: Northeast"	"CENS-R1"	"Atlantic County, NJ"	"34001"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Atlantic County, NJ"	"34001"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Atlantic County, NJ"	"34001"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Bergen County, NJ"	"34003"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Bergen County, NJ"	"34003"	"Large Fringe Metro"	"2"	113126	3256.467	561.734	31.728	5.274	38.604	2.329	38.441	1.953
	"Census Region 1: Northeast"	"CENS-R1"	"Bergen County, NJ"	"34003"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Bergen County, NJ"	"34003"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Bergen County, NJ"	"34003"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Bergen County, NJ"	"34003"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Burlington County, NJ"	"34005"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Burlington County, NJ"	"34005"	"Large Fringe Metro"	"2"	55938	3286.945	610.509	29.842	5.686	38.677	2.560	38.508	2.187
	"Census Region 1: Northeast"	"CENS-R1"	"Burlington County, NJ"	"34005"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Burlington County, NJ"	"34005"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Burlington County, NJ"	"34005"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Burlington County, NJ"	"34005"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Camden County, NJ"	"34007"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Camden County, NJ"	"34007"	"Large Fringe Metro"	"2"	78475	3248.227	625.884	28.584	6.028	38.641	2.773	38.540	2.376
	"Census Region 1: Northeast"	"CENS-R1"	"Camden County, NJ"	"34007"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Camden County, NJ"	"34007"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Camden County, NJ"	"34007"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Camden County, NJ"	"34007"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cape May County, NJ"	"34009"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cape May County, NJ"	"34009"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cape May County, NJ"	"34009"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cape May County, NJ"	"34009"	"Small Metro"	"4"	6498	3327.045	584.665	27.596	5.961	38.860	2.599	38.749	2.092
	"Census Region 1: Northeast"	"CENS-R1"	"Cape May County, NJ"	"34009"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cape May County, NJ"	"34009"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cumberland County, NJ"	"34011"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cumberland County, NJ"	"34011"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cumberland County, NJ"	"34011"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cumberland County, NJ"	"34011"	"Small Metro"	"4"	25772	3217.157	611.423	26.537	5.884	38.565	2.882	38.391	2.381
	"Census Region 1: Northeast"	"CENS-R1"	"Cumberland County, NJ"	"34011"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Cumberland County, NJ"	"34011"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, NJ"	"34013"	"Large Central Metro"	"1"	128556	3200.741	620.326	29.362	6.340	38.499	2.805	38.343	2.378
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, NJ"	"34013"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, NJ"	"34013"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, NJ"	"34013"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, NJ"	"34013"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Essex County, NJ"	"34013"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Gloucester County, NJ"	"34015"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Gloucester County, NJ"	"34015"	"Large Fringe Metro"	"2"	37037	3308.287	612.125	29.712	5.540	38.745	2.619	38.583	2.213
	"Census Region 1: Northeast"	"CENS-R1"	"Gloucester County, NJ"	"34015"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Gloucester County, NJ"	"34015"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Gloucester County, NJ"	"34015"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Gloucester County, NJ"	"34015"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hudson County, NJ"	"34017"	"Large Central Metro"	"1"	121669	3221.475	572.946	29.981	5.816	38.627	2.485	38.473	2.075
	"Census Region 1: Northeast"	"CENS-R1"	"Hudson County, NJ"	"34017"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hudson County, NJ"	"34017"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hudson County, NJ"	"34017"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hudson County, NJ"	"34017"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hudson County, NJ"	"34017"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hunterdon County, NJ"	"34019"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hunterdon County, NJ"	"34019"	"Large Fringe Metro"	"2"	11707	3331.053	572.259	32.131	5.314	38.719	2.262	38.632	2.015
	"Census Region 1: Northeast"	"CENS-R1"	"Hunterdon County, NJ"	"34019"	"Medium Metro"	"3"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hunterdon County, NJ"	"34019"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hunterdon County, NJ"	"34019"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Hunterdon County, NJ"	"34019"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Mercer County, NJ"	"34021"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Mercer County, NJ"	"34021"	"Large Fringe Metro"	"2"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Mercer County, NJ"	"34021"	"Medium Metro"	"3"	51991	3235.302	609.308	29.509	6.079	38.635	2.741	38.478	2.336
	"Census Region 1: Northeast"	"CENS-R1"	"Mercer County, NJ"	"34021"	"Small Metro"	"4"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Mercer County, NJ"	"34021"	"Micropolitan (Nonmetro)"	"5"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Mercer County, NJ"	"34021"	"NonCore (Nonmetro)"	"6"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
	"Census Region 1: Northeast"	"CENS-R1"	"Middlesex County, NJ"	"34023"	"Large Central Metro"	"1"	Suppressed	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
